_id,sid_comment,star,time,comment
,892,5,,第892篇評論找不到，得用RAWDATA回溯
,893,5,,第893篇評論找不到，得用RAWDATA回溯
,894,3,,第894篇評論找不到，得用RAWDATA回溯
,895,5,,第895篇評論找不到，得用RAWDATA回溯
,896,5,,第896篇評論找不到，得用RAWDATA回溯
,897,5,,第897篇評論找不到，得用RAWDATA回溯
,898,5,,第898篇評論找不到，得用RAWDATA回溯
,899,5,,第899篇評論找不到，得用RAWDATA回溯
,900,5,,第900篇評論找不到，得用RAWDATA回溯
,901,5,,第901篇評論找不到，得用RAWDATA回溯
,902,5,,第902篇評論找不到，得用RAWDATA回溯
,903,3,,第903篇評論找不到，得用RAWDATA回溯
,904,1,,第904篇評論找不到，得用RAWDATA回溯
,905,5,,第905篇評論找不到，得用RAWDATA回溯
,906,3,,第906篇評論找不到，得用RAWDATA回溯
,907,2,,第907篇評論找不到，得用RAWDATA回溯
,908,5,,第908篇評論找不到，得用RAWDATA回溯
,909,5,,第909篇評論找不到，得用RAWDATA回溯
,910,5,,第910篇評論找不到，得用RAWDATA回溯
,911,5,,第911篇評論找不到，得用RAWDATA回溯
,912,1,,第912篇評論找不到，得用RAWDATA回溯
,913,5,,第913篇評論找不到，得用RAWDATA回溯
,914,5,,第914篇評論找不到，得用RAWDATA回溯
,915,5,,第915篇評論找不到，得用RAWDATA回溯
,916,5,,第916篇評論找不到，得用RAWDATA回溯
,917,5,,第917篇評論找不到，得用RAWDATA回溯
,918,5,,第918篇評論找不到，得用RAWDATA回溯
,919,5,,第919篇評論找不到，得用RAWDATA回溯
,920,5,,第920篇評論找不到，得用RAWDATA回溯
,921,5,,第921篇評論找不到，得用RAWDATA回溯
,922,5,,第922篇評論找不到，得用RAWDATA回溯
,923,2,,第923篇評論找不到，得用RAWDATA回溯
,924,5,,第924篇評論找不到，得用RAWDATA回溯
,925,5,,第925篇評論找不到，得用RAWDATA回溯
,926,2,,第926篇評論找不到，得用RAWDATA回溯
,927,5,,第927篇評論找不到，得用RAWDATA回溯
,928,5,,第928篇評論找不到，得用RAWDATA回溯
,929,5,,第929篇評論找不到，得用RAWDATA回溯
,930,4,,第930篇評論找不到，得用RAWDATA回溯
,931,4,,第931篇評論找不到，得用RAWDATA回溯
,932,5,,第932篇評論找不到，得用RAWDATA回溯
,933,5,,第933篇評論找不到，得用RAWDATA回溯
,934,5,,第934篇評論找不到，得用RAWDATA回溯
,935,5,,第935篇評論找不到，得用RAWDATA回溯
,936,1,,第936篇評論找不到，得用RAWDATA回溯
,937,5,,第937篇評論找不到，得用RAWDATA回溯
,938,5,,第938篇評論找不到，得用RAWDATA回溯
,939,5,,第939篇評論找不到，得用RAWDATA回溯
,940,5,,第940篇評論找不到，得用RAWDATA回溯
,941,5,,第941篇評論找不到，得用RAWDATA回溯
,942,5,,第942篇評論找不到，得用RAWDATA回溯
,943,3,,第943篇評論找不到，得用RAWDATA回溯
,944,5,,第944篇評論找不到，得用RAWDATA回溯
,945,1,,第945篇評論找不到，得用RAWDATA回溯
,946,5,,第946篇評論找不到，得用RAWDATA回溯
,947,3,,第947篇評論找不到，得用RAWDATA回溯
,948,5,,第948篇評論找不到，得用RAWDATA回溯
,949,5,,第949篇評論找不到，得用RAWDATA回溯
,950,3,,第950篇評論找不到，得用RAWDATA回溯
,951,5,,第951篇評論找不到，得用RAWDATA回溯
,952,4,,第952篇評論找不到，得用RAWDATA回溯
,953,4,,第953篇評論找不到，得用RAWDATA回溯
,954,5,,第954篇評論找不到，得用RAWDATA回溯
,955,5,,第955篇評論找不到，得用RAWDATA回溯
,956,5,,第956篇評論找不到，得用RAWDATA回溯
,957,5,,第957篇評論找不到，得用RAWDATA回溯
,958,5,,第958篇評論找不到，得用RAWDATA回溯
,959,5,,第959篇評論找不到，得用RAWDATA回溯
,960,5,,第960篇評論找不到，得用RAWDATA回溯
,961,5,,第961篇評論找不到，得用RAWDATA回溯
,962,5,,第962篇評論找不到，得用RAWDATA回溯
,963,5,,第963篇評論找不到，得用RAWDATA回溯
,964,5,,第964篇評論找不到，得用RAWDATA回溯
,965,3,,第965篇評論找不到，得用RAWDATA回溯
,966,4,,第966篇評論找不到，得用RAWDATA回溯
,967,5,,第967篇評論找不到，得用RAWDATA回溯
,968,4,,第968篇評論找不到，得用RAWDATA回溯
,969,5,,第969篇評論找不到，得用RAWDATA回溯
,970,5,,第970篇評論找不到，得用RAWDATA回溯
,971,3,,第971篇評論找不到，得用RAWDATA回溯
,972,1,,第972篇評論找不到，得用RAWDATA回溯
,973,5,,第973篇評論找不到，得用RAWDATA回溯
,974,5,,第974篇評論找不到，得用RAWDATA回溯
,975,5,,第975篇評論找不到，得用RAWDATA回溯
,976,5,,第976篇評論找不到，得用RAWDATA回溯
,977,5,,第977篇評論找不到，得用RAWDATA回溯
,978,5,,第978篇評論找不到，得用RAWDATA回溯
,979,5,,第979篇評論找不到，得用RAWDATA回溯
,980,5,,第980篇評論找不到，得用RAWDATA回溯
,981,4,,第981篇評論找不到，得用RAWDATA回溯
,982,5,,第982篇評論找不到，得用RAWDATA回溯
,983,5,,第983篇評論找不到，得用RAWDATA回溯
,984,3,,第984篇評論找不到，得用RAWDATA回溯
,985,2,,第985篇評論找不到，得用RAWDATA回溯
,986,4,,第986篇評論找不到，得用RAWDATA回溯
,987,5,,第987篇評論找不到，得用RAWDATA回溯
,988,5,,第988篇評論找不到，得用RAWDATA回溯
,989,3,,第989篇評論找不到，得用RAWDATA回溯
,990,5,,第990篇評論找不到，得用RAWDATA回溯
,991,5,,第991篇評論找不到，得用RAWDATA回溯
,992,5,,第992篇評論找不到，得用RAWDATA回溯
,993,5,,第993篇評論找不到，得用RAWDATA回溯
,994,5,,第994篇評論找不到，得用RAWDATA回溯
,995,5,,第995篇評論找不到，得用RAWDATA回溯
,996,5,,第996篇評論找不到，得用RAWDATA回溯
,997,4,,第997篇評論找不到，得用RAWDATA回溯
,998,5,,第998篇評論找不到，得用RAWDATA回溯
,999,5,,第999篇評論找不到，得用RAWDATA回溯
,1000,4,,第1000篇評論找不到，得用RAWDATA回溯
,1001,5,,第1001篇評論找不到，得用RAWDATA回溯
,1002,5,,第1002篇評論找不到，得用RAWDATA回溯
,1003,5,,第1003篇評論找不到，得用RAWDATA回溯
,1004,5,,第1004篇評論找不到，得用RAWDATA回溯
,1005,5,,第1005篇評論找不到，得用RAWDATA回溯
,1006,2,,第1006篇評論找不到，得用RAWDATA回溯
,1007,5,,第1007篇評論找不到，得用RAWDATA回溯
,1008,5,,第1008篇評論找不到，得用RAWDATA回溯
,1009,5,,第1009篇評論找不到，得用RAWDATA回溯
,1010,5,,第1010篇評論找不到，得用RAWDATA回溯
,1011,2,,第1011篇評論找不到，得用RAWDATA回溯
,1012,5,,第1012篇評論找不到，得用RAWDATA回溯
,1013,4,,第1013篇評論找不到，得用RAWDATA回溯
,1014,5,,第1014篇評論找不到，得用RAWDATA回溯
,1015,5,,第1015篇評論找不到，得用RAWDATA回溯
,1016,5,,第1016篇評論找不到，得用RAWDATA回溯
,1017,5,,第1017篇評論找不到，得用RAWDATA回溯
,1018,4,,第1018篇評論找不到，得用RAWDATA回溯
,1019,5,,第1019篇評論找不到，得用RAWDATA回溯
,1020,5,,第1020篇評論找不到，得用RAWDATA回溯
,1021,3,,第1021篇評論找不到，得用RAWDATA回溯
,1022,5,,第1022篇評論找不到，得用RAWDATA回溯
,1023,5,,第1023篇評論找不到，得用RAWDATA回溯
,1024,5,,第1024篇評論找不到，得用RAWDATA回溯
,1025,5,,第1025篇評論找不到，得用RAWDATA回溯
,1026,5,,第1026篇評論找不到，得用RAWDATA回溯
,1027,5,,第1027篇評論找不到，得用RAWDATA回溯
,1028,5,,第1028篇評論找不到，得用RAWDATA回溯
,1029,5,,第1029篇評論找不到，得用RAWDATA回溯
,1030,3,,第1030篇評論找不到，得用RAWDATA回溯
,1031,5,,第1031篇評論找不到，得用RAWDATA回溯
,1032,3,,第1032篇評論找不到，得用RAWDATA回溯
,1033,4,,第1033篇評論找不到，得用RAWDATA回溯
,1034,5,,第1034篇評論找不到，得用RAWDATA回溯
,1035,5,,第1035篇評論找不到，得用RAWDATA回溯
,1036,5,,第1036篇評論找不到，得用RAWDATA回溯
,1037,2,,第1037篇評論找不到，得用RAWDATA回溯
,1038,4,,第1038篇評論找不到，得用RAWDATA回溯
,1039,5,,第1039篇評論找不到，得用RAWDATA回溯
,1040,5,,第1040篇評論找不到，得用RAWDATA回溯
,1041,5,,第1041篇評論找不到，得用RAWDATA回溯
,1042,5,,第1042篇評論找不到，得用RAWDATA回溯
,1043,5,,第1043篇評論找不到，得用RAWDATA回溯
,1044,3,,第1044篇評論找不到，得用RAWDATA回溯
,1045,5,,第1045篇評論找不到，得用RAWDATA回溯
,1046,4,,第1046篇評論找不到，得用RAWDATA回溯
,1047,5,,第1047篇評論找不到，得用RAWDATA回溯
,1048,5,,第1048篇評論找不到，得用RAWDATA回溯
,1049,5,,第1049篇評論找不到，得用RAWDATA回溯
,1050,3,,第1050篇評論找不到，得用RAWDATA回溯
,1051,4,,第1051篇評論找不到，得用RAWDATA回溯
,1052,4,,第1052篇評論找不到，得用RAWDATA回溯
,1053,5,,第1053篇評論找不到，得用RAWDATA回溯
,1054,5,,第1054篇評論找不到，得用RAWDATA回溯
,1055,3,,第1055篇評論找不到，得用RAWDATA回溯
,1056,3,,第1056篇評論找不到，得用RAWDATA回溯
,1057,3,,第1057篇評論找不到，得用RAWDATA回溯
,1058,5,,第1058篇評論找不到，得用RAWDATA回溯
,1059,5,,第1059篇評論找不到，得用RAWDATA回溯
,1060,5,,第1060篇評論找不到，得用RAWDATA回溯
,1061,5,,第1061篇評論找不到，得用RAWDATA回溯
,1062,5,,第1062篇評論找不到，得用RAWDATA回溯
,1063,3,,第1063篇評論找不到，得用RAWDATA回溯
,1064,5,,第1064篇評論找不到，得用RAWDATA回溯
,1065,5,,第1065篇評論找不到，得用RAWDATA回溯
,1066,5,,第1066篇評論找不到，得用RAWDATA回溯
,1067,5,,第1067篇評論找不到，得用RAWDATA回溯
,1068,3,,第1068篇評論找不到，得用RAWDATA回溯
,1069,1,,第1069篇評論找不到，得用RAWDATA回溯
,1070,3,,第1070篇評論找不到，得用RAWDATA回溯
